config_id,testFile,api,transferSize,blockSize,segmentCount,numTasks,filePerProc,useStridedDatatype,setAlignment,useO_DIRECT,fsync,LUSTRE_STRIPE_SIZE,LUSTRE_STRIPE_WIDTH
01991,test01991,POSIX,4K,16M,256,16,1,0,1M,1,1,4M,4
01992,test01992,POSIX,100K,4M,16,64,0,0,1M,1,1,4M,4
01993,test01993,POSIX,64K,1G,16,16,1,0,1M,1,1,1M,4
01994,test01994,POSIX,1M,16M,16,16,0,0,4K,1,1,4M,1
01995,test01995,MPIIO,1M,1G,256,4,1,0,1M,1,1,1M,1
01996,test01996,POSIX,10K,1M,64,4,1,0,1M,1,1,4M,1
01997,test01997,POSIX,100K,1G,256,4,0,0,4K,1,1,4M,4
01998,test01998,MPIIO,10K,1M,64,4,1,0,4K,1,1,1M,1
01999,test01999,POSIX,1M,1M,16,4,1,0,4K,1,1,1M,4
02000,test02000,MPIIO,64K,1G,64,4,0,0,1M,1,1,1M,4
02001,test02001,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02002,test02002,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02003,test02003,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02004,test02004,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02005,test02005,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02006,test02006,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02007,test02007,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02008,test02008,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02009,test02009,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02010,test02010,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02011,test02011,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02012,test02012,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02013,test02013,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02014,test02014,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,4
02015,test02015,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02016,test02016,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02017,test02017,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02018,test02018,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02019,test02019,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02020,test02020,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02021,test02021,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02022,test02022,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02023,test02023,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02024,test02024,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02025,test02025,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02026,test02026,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02027,test02027,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02028,test02028,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02029,test02029,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02030,test02030,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02031,test02031,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02032,test02032,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02033,test02033,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02034,test02034,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02035,test02035,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02036,test02036,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,4
02037,test02037,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,4
02038,test02038,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02039,test02039,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02040,test02040,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02041,test02041,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02042,test02042,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02043,test02043,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02044,test02044,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02045,test02045,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02046,test02046,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02047,test02047,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02048,test02048,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02049,test02049,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02050,test02050,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02051,test02051,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02052,test02052,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02053,test02053,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02054,test02054,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02055,test02055,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02056,test02056,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02057,test02057,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02058,test02058,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02059,test02059,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02060,test02060,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02061,test02061,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02062,test02062,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02063,test02063,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02064,test02064,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02065,test02065,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02066,test02066,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02067,test02067,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02068,test02068,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02069,test02069,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02070,test02070,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02071,test02071,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02072,test02072,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02073,test02073,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02074,test02074,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02075,test02075,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02076,test02076,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02077,test02077,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02078,test02078,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02079,test02079,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02080,test02080,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,4
02081,test02081,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02082,test02082,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02083,test02083,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02084,test02084,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02085,test02085,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02086,test02086,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02087,test02087,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02088,test02088,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02089,test02089,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02090,test02090,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02091,test02091,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02092,test02092,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02093,test02093,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02094,test02094,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02095,test02095,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02096,test02096,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02097,test02097,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02098,test02098,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02099,test02099,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02100,test02100,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02101,test02101,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02102,test02102,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02103,test02103,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02104,test02104,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02105,test02105,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02106,test02106,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02107,test02107,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02108,test02108,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02109,test02109,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02110,test02110,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02111,test02111,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02112,test02112,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02113,test02113,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02114,test02114,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02115,test02115,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02116,test02116,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02117,test02117,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02118,test02118,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02119,test02119,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02120,test02120,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02121,test02121,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02122,test02122,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02123,test02123,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02124,test02124,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02125,test02125,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02126,test02126,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02127,test02127,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02128,test02128,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02129,test02129,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02130,test02130,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02131,test02131,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02132,test02132,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02133,test02133,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02134,test02134,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02135,test02135,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02136,test02136,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02137,test02137,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02138,test02138,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02139,test02139,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02140,test02140,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02141,test02141,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02142,test02142,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02143,test02143,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02144,test02144,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02145,test02145,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02146,test02146,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02147,test02147,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,4
02148,test02148,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02149,test02149,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02150,test02150,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02151,test02151,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02152,test02152,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02153,test02153,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02154,test02154,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02155,test02155,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02156,test02156,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02157,test02157,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02158,test02158,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02159,test02159,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02160,test02160,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02161,test02161,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02162,test02162,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02163,test02163,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02164,test02164,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,4
02165,test02165,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02166,test02166,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02167,test02167,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02168,test02168,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02169,test02169,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02170,test02170,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02171,test02171,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02172,test02172,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02173,test02173,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02174,test02174,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02175,test02175,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02176,test02176,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02177,test02177,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02178,test02178,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02179,test02179,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02180,test02180,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02181,test02181,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02182,test02182,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02183,test02183,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,4
02184,test02184,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02185,test02185,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02186,test02186,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,4
02187,test02187,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02188,test02188,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02189,test02189,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02190,test02190,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02191,test02191,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02192,test02192,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02193,test02193,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02194,test02194,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02195,test02195,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02196,test02196,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02197,test02197,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02198,test02198,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02199,test02199,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02200,test02200,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02201,test02201,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02202,test02202,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02203,test02203,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02204,test02204,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02205,test02205,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02206,test02206,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02207,test02207,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02208,test02208,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02209,test02209,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02210,test02210,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02211,test02211,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02212,test02212,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02213,test02213,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02214,test02214,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02215,test02215,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02216,test02216,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02217,test02217,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02218,test02218,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02219,test02219,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02220,test02220,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02221,test02221,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02222,test02222,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02223,test02223,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02224,test02224,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02225,test02225,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02226,test02226,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02227,test02227,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02228,test02228,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02229,test02229,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02230,test02230,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02231,test02231,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02232,test02232,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02233,test02233,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02234,test02234,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02235,test02235,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02236,test02236,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02237,test02237,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02238,test02238,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02239,test02239,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02240,test02240,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02241,test02241,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02242,test02242,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02243,test02243,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02244,test02244,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02245,test02245,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02246,test02246,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02247,test02247,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02248,test02248,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02249,test02249,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02250,test02250,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02251,test02251,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02252,test02252,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02253,test02253,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02254,test02254,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02255,test02255,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02256,test02256,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02257,test02257,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02258,test02258,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,4
02259,test02259,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02260,test02260,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02261,test02261,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02262,test02262,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02263,test02263,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02264,test02264,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02265,test02265,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02266,test02266,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02267,test02267,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02268,test02268,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02269,test02269,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02270,test02270,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02271,test02271,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02272,test02272,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02273,test02273,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02274,test02274,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02275,test02275,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02276,test02276,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02277,test02277,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02278,test02278,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02279,test02279,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02280,test02280,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02281,test02281,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,4
02282,test02282,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02283,test02283,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02284,test02284,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02285,test02285,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02286,test02286,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02287,test02287,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02288,test02288,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02289,test02289,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02290,test02290,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02291,test02291,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02292,test02292,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02293,test02293,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02294,test02294,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02295,test02295,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02296,test02296,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02297,test02297,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02298,test02298,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02299,test02299,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,4
02300,test02300,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,1
02301,test02301,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02302,test02302,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02303,test02303,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02304,test02304,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02305,test02305,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02306,test02306,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02307,test02307,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02308,test02308,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02309,test02309,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02310,test02310,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02311,test02311,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02312,test02312,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02313,test02313,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,4
02314,test02314,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02315,test02315,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02316,test02316,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02317,test02317,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02318,test02318,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,1
02319,test02319,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02320,test02320,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02321,test02321,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02322,test02322,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,1
02323,test02323,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02324,test02324,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02325,test02325,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,4
02326,test02326,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,4
02327,test02327,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,1
02328,test02328,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02329,test02329,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,4
02330,test02330,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02331,test02331,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02332,test02332,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02333,test02333,MPIIO,1M,1G,4,16,1,0,1M,0,0,4M,4
02334,test02334,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02335,test02335,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02336,test02336,POSIX,1M,1G,4,16,1,0,1M,0,0,1M,4
02337,test02337,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,1
02338,test02338,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02339,test02339,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02340,test02340,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02341,test02341,POSIX,1M,1G,4,16,1,0,4K,0,0,4M,1
02342,test02342,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02343,test02343,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02344,test02344,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,1
02345,test02345,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
02346,test02346,POSIX,1M,1G,4,16,1,0,4K,0,0,1M,4
02347,test02347,MPIIO,1M,1G,4,16,1,0,1M,0,0,1M,4
02348,test02348,MPIIO,1M,1G,4,16,1,0,4K,0,0,1M,4
02349,test02349,MPIIO,1M,1G,4,16,1,0,4K,0,0,4M,4
02350,test02350,POSIX,1M,1G,4,16,1,0,1M,0,0,4M,1
